GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Core: Portal UI,com.agiletec.aps.system.services.controller,ControllerManager,58,25,16,0,20,7,13,5,2,5
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.preview.control,PreviewRequestAuthorizator,118,26,18,0,35,10,14,6,5,6
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.preview.control,PreviewRequestValidator,173,26,16,0,49,9,15,5,7,5
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.preview.control,PreviewErrorManager,18,18,4,0,5,6,5,4,3,4
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.executor,WidgetExecutorService,55,8,2,0,16,3,2,3,1,3
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.executor,BufferedHttpResponseWrapper,35,0,0,0,10,0,3,0,3,0
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.executor,PageExecutorService,110,8,4,0,29,3,3,3,1,3
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.executor,ContentNegotiationExecutorService,117,8,18,0,29,3,11,3,2,3
Entando Core: Portal UI,org.entando.entando.aps.system.services.controller.executor,AbstractWidgetExecutorService,623,7,56,0,132,2,38,2,10,2
Entando Core: Portal UI,org.entando.entando.aps.servlet,PreviewControllerServlet,116,0,10,0,30,0,9,0,4,0
Entando Core: Portal UI,org.entando.entando.aps.servlet,XSSFilter,14,0,0,0,5,0,4,0,4,0
Entando Core: Portal UI,org.entando.entando.aps.servlet,XSSRequestWrapper,188,0,8,0,35,0,11,0,7,0
Entando Core: Portal UI,org.entando.entando.aps.servlet,ControllerServlet,283,0,16,0,76,0,18,0,10,0
Entando Core: Portal UI,com.agiletec.aps.system.services.controller.control,ErrorManager,64,18,4,0,19,6,5,4,3,4
Entando Core: Portal UI,com.agiletec.aps.system.services.controller.control,RequestAuthorizator,113,22,10,0,29,8,9,5,4,5
Entando Core: Portal UI,com.agiletec.aps.system.services.controller.control,Authenticator,135,22,20,0,35,8,13,5,3,5
Entando Core: Portal UI,com.agiletec.aps.system.services.controller.control,RequestValidator,138,180,15,13,33,52,11,19,2,14
Entando Core: Portal UI,com.agiletec.aps.system.services.controller.control,AbstractControlService,56,78,8,2,17,25,5,8,0,8
