GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Component Manager,org.entando.kubernetes.model.bundle,BundleReader,3,215,0,4,2,38,0,18,0,16
Entando Component Manager,org.entando.kubernetes.model.bundle,BundleProperty,0,48,0,0,0,8,0,3,0,3
Entando Component Manager,org.entando.kubernetes.exception.http,HttpBadRequestException,2,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.exception.http,HttpNotFoundException,0,2,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterOperator,12,95,1,3,1,14,1,5,0,4
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterUtils,240,112,35,13,45,30,35,10,11,6
Entando Component Manager,org.entando.kubernetes.model.web.request,Filter,0,13,0,0,0,5,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType,96,0,4,0,14,0,6,0,4,0
Entando Component Manager,org.entando.kubernetes.model.web.request,RequestListProcessor,3,140,10,18,1,31,11,10,1,6
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterUtils.EntandoFilterException,16,0,0,0,8,0,4,0,4,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},10,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},9,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},11,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},12,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,PagedListRequest,28,96,6,10,8,19,7,6,1,4
Entando Component Manager,org.entando.kubernetes.security.oauth2,OAuthIdpTokenResponseDTO,87,0,0,0,38,0,25,0,25,0
Entando Component Manager,org.entando.kubernetes.security.oauth2,JwtAuthorityExtractor,48,3,2,0,10,1,5,1,4,1
Entando Component Manager,org.entando.kubernetes.security.oauth2,AudienceValidator,42,0,4,0,8,0,4,0,2,0
Entando Component Manager,org.entando.kubernetes.security.oauth2,AuthorizationHeaderUtil,318,13,18,0,74,5,15,1,6,1
Entando Component Manager,org.entando.kubernetes.exception.digitalexchange,DigitalExchangeNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.digitalexchange,BundleNotInstalledException,0,4,0,0,0,2,0,1,0,1
Entando Component Manager,org.entando.kubernetes.exception.digitalexchange,InvalidBundleException,21,4,0,0,9,2,5,1,5,1
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.entandocore,EntandoDefaultOAuth2RequestAuthenticator,24,3,2,0,5,1,2,1,1,1
Entando Component Manager,org.entando.kubernetes.service.digitalexchange,BundleUtilities,0,53,1,7,0,8,1,5,0,2
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient,846,40,12,0,78,11,30,1,24,1
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.exception.web,ConflictException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.web,UnprocessableEntityException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.web,HttpException,31,0,0,0,12,0,3,0,3,0
Entando Component Manager,org.entando.kubernetes.exception.web,ValidationErrorResponse,48,0,2,0,13,0,5,0,4,0
Entando Component Manager,org.entando.kubernetes.exception.web,NotFoundException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.web,BadRequestException,20,0,0,0,8,0,4,0,4,0
Entando Component Manager,org.entando.kubernetes.exception.web,InternalServerException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PageProcessor,7,76,0,4,2,16,0,8,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,ContentTypeProcessor,7,78,0,4,2,17,0,8,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PageTemplateProcessor,7,90,0,6,2,19,0,9,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,FragmentProcessor,7,91,1,7,2,18,1,9,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,WidgetProcessor,7,96,1,7,2,20,1,9,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,LabelProcessor,7,72,1,5,2,15,1,8,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PluginProcessor,7,78,1,5,2,17,1,8,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,AssetProcessor,7,163,1,7,2,28,1,9,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,ComponentProcessor,0,8,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,ContentTemplateProcessor,7,92,0,6,2,19,0,9,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,PageTemplateInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,LabelInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,AssetInstallable,4,91,0,0,2,21,2,9,2,9
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,ContentTemplateInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,WidgetInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,PageInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,PluginInstallable,0,71,0,0,0,23,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,ContentTypeInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,Installable,7,46,0,0,3,13,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,DirectoryInstallable,6,35,0,0,3,11,3,7,3,7
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,InstallPriority,0,125,0,0,0,15,0,3,0,3
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,FragmentInstallable,0,64,0,0,0,21,0,11,0,11
Entando Component Manager,org.entando.kubernetes.service,KubernetesService,65,192,3,7,14,42,8,15,5,13
Entando Component Manager,org.entando.kubernetes.model.web,ResilientListWrapper,46,0,4,0,11,0,5,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web,ResilientPagedMetadata,26,0,2,0,7,0,3,0,2,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient,158,818,17,11,26,173,16,40,3,39
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,BundleDownloader,10,118,1,7,3,27,2,9,1,6
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,GitBundleDownloader,21,84,1,3,6,20,1,5,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,NpmBundleDownloader,72,160,8,8,13,35,6,8,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,BundleDownloader.Type,24,0,0,0,3,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,BundleDownloader.BundleDownloaderException,15,8,0,0,6,4,3,2,3,2
Entando Component Manager,org.entando.kubernetes.controller.plugin,PluginController,8,79,0,2,1,22,0,7,0,6
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,DeploymentNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,BundleNotFoundException,0,16,0,0,0,5,0,3,0,3
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,K8SServiceClientException,19,4,0,0,8,2,4,1,4,1
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginNotFoundException,0,5,0,0,0,2,0,2,0,2
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,EntandoAppPluginLinkingProcessException,3,4,0,0,2,2,1,1,1,1
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginNotReadyException,15,0,0,0,3,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginAlreadyDeployedException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,WidgetDescriptor.ConfigUIDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,OgnlValidation,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeValidationRule,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeAttribute,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,Role,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.job,EntandoBundleJobResourceController,3,77,0,0,1,13,1,5,1,5
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.job,EntandoBundleOperationResourceController,22,71,0,0,6,19,2,5,2,5
Entando Component Manager,org.entando.kubernetes.controller,GlobalControllerExceptionHandler,0,64,1,5,0,18,1,5,0,3
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,EntandoBundleComponentUsageService,0,46,0,7,0,11,0,8,0,2
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,EntandoBundleServiceImpl,32,214,5,11,3,48,3,17,0,12
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,EntandoBundleListProcessor,47,72,6,5,8,11,12,14,6,11
Entando Component Manager,org.entando.kubernetes,EntandoKubernetesJavaApplication,5,3,0,0,2,1,1,1,1,1
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleInstallService,51,668,3,23,11,144,4,42,1,32
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleUninstallService,115,412,10,12,19,90,10,26,2,23
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleJobListProcessor,75,49,10,4,12,10,19,9,9,7
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleJobService,13,48,0,0,2,10,2,6,2,6
Entando Component Manager,org.entando.kubernetes.model.web.response,SimpleRestResponse,21,7,0,0,5,4,2,2,2,2
Entando Component Manager,org.entando.kubernetes.model.web.response,BaseMapModel,28,0,2,0,7,0,4,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web.response,RestResponse,14,29,0,0,5,10,2,3,2,3
Entando Component Manager,org.entando.kubernetes.model.web.response,PagedRestResponse,10,6,0,0,4,2,2,1,2,1
Entando Component Manager,org.entando.kubernetes.model.web.response,PagedMetadata,121,74,3,1,28,17,7,3,5,3
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,EntandoBundle,0,89,0,2,0,21,0,3,0,2
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,EntandoBundleJobDto,0,50,0,0,0,17,0,2,0,2
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,EntandoBundleJob,0,4,0,0,0,2,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,HashMapConverter,24,19,2,2,8,8,2,4,0,4
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,JobStatus,0,112,0,0,0,13,0,3,0,3
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,JobType,0,160,0,0,0,12,0,4,0,4
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,ImageConverter,0,19,0,4,0,3,0,5,0,3
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,BundleComponentTypesConverter,0,17,0,0,0,3,0,3,0,3
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,EntandoBundleComponentJob,0,34,0,0,0,10,0,2,0,2
Entando Component Manager,org.entando.kubernetes.model.digitalexchange,ComponentType,0,125,0,0,0,15,0,5,0,5
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.signature,SignatureMatchingException,4,0,0,0,2,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.signature,SignatureUtil,36,193,0,4,12,51,0,12,0,10
Entando Component Manager,org.entando.kubernetes.exception.job,JobConflictException,19,6,0,0,8,3,4,2,4,2
Entando Component Manager,org.entando.kubernetes.exception.job,JobExecutionException,9,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobCorruptedException,25,0,0,0,11,0,6,0,6,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobPackageException,57,0,0,0,14,0,5,0,5,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePage,0,65,0,2,0,13,0,3,0,2
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreSketchDescriptor,23,0,0,0,6,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFolder,9,0,0,0,4,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreContentModel,19,0,0,0,6,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFrameDescriptor,25,0,0,0,7,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFragment,11,0,0,0,4,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePageModelConfiguration,13,0,0,0,5,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePageModel,26,0,0,0,7,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreComponentUsage.IrrelevantComponentUsage,0,5,0,0,0,2,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreWidget,0,47,0,2,0,11,0,2,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreComponentUsage.NoUsageComponent,7,13,0,0,2,4,1,2,1,2
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.component,EntandoBundleResourceController,34,16,2,0,6,4,3,2,2,2
Entando Component Manager,org.entando.kubernetes.exception,UnsetEnvVarsException,11,0,0,0,5,0,3,0,3,0
Entando Component Manager,org.entando.kubernetes.exception,EntandoGeneralSignatureException,23,0,0,0,10,0,5,0,5,0
Entando Component Manager,org.entando.kubernetes.exception,EntandoComponentManagerException,16,7,0,0,6,4,3,2,3,2
Entando Component Manager,org.entando.kubernetes.exception,EntandoGeneralException,23,0,0,0,10,0,5,0,5,0
