GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Kubernetes Service,org.entando.kubernetes,EntandoKubernetesJavaApplication,8,0,0,0,3,0,2,0,2,0
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoPluginResourceAssembler,45,0,0,0,8,0,3,0,3,0
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoAppResourceAssembler,41,0,0,0,9,0,3,0,3,0
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoAppPluginLinkResourceAssembler,55,0,0,0,10,0,3,0,3,0
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoDeBundleResourceAssembler,10,0,0,0,2,0,2,0,2,0
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,AudienceValidator,42,0,4,0,8,0,4,0,2,0
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,OAuthIdpTokenResponseDTO,87,0,0,0,37,0,25,0,25,0
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,JwtAuthorityExtractor,51,0,2,0,9,0,6,0,5,0
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,AuthorizationHeaderUtil,335,0,18,0,77,0,16,0,7,0
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoPluginService,233,0,2,0,46,0,21,0,20,0
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoAppService,109,0,0,0,22,0,15,0,15,0
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoLinkService,192,0,0,0,33,0,9,0,9,0
Entando Kubernetes Service,org.entando.kubernetes.service,KubernetesUtils,45,0,4,0,13,0,5,0,3,0
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoDeBundleService,152,0,0,0,31,0,19,0,19,0
Entando Kubernetes Service,org.entando.kubernetes.controller,EntandoPluginController,125,0,4,0,27,0,9,0,7,0
Entando Kubernetes Service,org.entando.kubernetes.controller,EntandoDeBundleController,95,0,0,0,19,0,6,0,6,0
Entando Kubernetes Service,org.entando.kubernetes.controller,ExceptionController,3,0,0,0,1,0,1,0,1,0
Entando Kubernetes Service,org.entando.kubernetes.controller,EntandoAppController,237,0,2,0,41,0,13,0,12,0
Entando Kubernetes Service,org.entando.kubernetes.exception,BadRequestExceptionFactory,19,0,0,0,4,0,1,0,1,0
Entando Kubernetes Service,org.entando.kubernetes.exception,NotFoundExceptionFactory,21,0,0,0,4,0,3,0,3,0
Entando Kubernetes Service,org.entando.kubernetes.config,JwtDecoderConfig,35,0,0,0,8,0,2,0,2,0
Entando Kubernetes Service,org.entando.kubernetes.config,KubernetesConfig,31,0,4,0,7,0,5,0,3,0
Entando Kubernetes Service,org.entando.kubernetes.config,SecurityConfiguration,98,0,0,0,37,0,2,0,2,0
