GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Component Manager,org.entando.kubernetes.model.bundle,BundleReader,3,211,0,4,2,37,0,17,0,15
Entando Component Manager,org.entando.kubernetes.model.bundle,BundleProperty,0,48,0,0,0,8,0,3,0,3
Entando Component Manager,org.entando.kubernetes.model.bundle,EntandoBundleUsageSummary,61,0,4,0,13,0,8,0,6,0
Entando Component Manager,org.entando.kubernetes.exception.http,HttpBadRequestException,2,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.exception.http,HttpNotFoundException,0,2,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterOperator,107,0,4,0,15,0,6,0,4,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterUtils,352,0,48,0,74,0,45,0,17,0
Entando Component Manager,org.entando.kubernetes.model.web.request,Filter,13,0,0,0,5,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType,96,0,4,0,14,0,6,0,4,0
Entando Component Manager,org.entando.kubernetes.model.web.request,RequestListProcessor,143,0,28,0,32,0,21,0,7,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterUtils.EntandoFilterException,16,0,0,0,8,0,4,0,4,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},10,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},9,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},11,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,FilterType.new FilterType() {...},12,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.web.request,PagedListRequest,124,0,16,0,27,0,13,0,5,0
Entando Component Manager,org.entando.kubernetes.security.oauth2,OAuthIdpTokenResponseDTO,87,0,0,0,38,0,25,0,25,0
Entando Component Manager,org.entando.kubernetes.security.oauth2,JwtAuthorityExtractor,48,3,2,0,10,1,5,1,4,1
Entando Component Manager,org.entando.kubernetes.security.oauth2,AudienceValidator,42,0,4,0,8,0,4,0,2,0
Entando Component Manager,org.entando.kubernetes.security.oauth2,AuthorizationHeaderUtil,318,13,18,0,74,5,15,1,6,1
Entando Component Manager,org.entando.kubernetes.exception.digitalexchange,DigitalExchangeNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.digitalexchange,BundleNotInstalledException,0,4,0,0,0,2,0,1,0,1
Entando Component Manager,org.entando.kubernetes.exception.digitalexchange,InvalidBundleException,21,4,0,0,9,2,5,1,5,1
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.entandocore,EntandoDefaultOAuth2RequestAuthenticator,24,3,2,0,5,1,2,1,1,1
Entando Component Manager,org.entando.kubernetes.service.digitalexchange,BundleUtilities,3,53,1,7,1,8,2,5,1,2
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient,771,40,10,0,70,11,28,1,23,1
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.client.core,DefaultEntandoCoreClient.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.exception.web,ConflictException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.web,UnprocessableEntityException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.web,HttpException,31,0,0,0,12,0,3,0,3,0
Entando Component Manager,org.entando.kubernetes.exception.web,ValidationErrorResponse,62,0,2,0,16,0,6,0,5,0
Entando Component Manager,org.entando.kubernetes.exception.web,NotFoundException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.web,BadRequestException,20,0,0,0,8,0,4,0,4,0
Entando Component Manager,org.entando.kubernetes.exception.web,InternalServerException,11,0,0,0,4,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PageProcessor,0,135,0,14,0,28,0,11,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,FragmentProcessor,0,75,1,5,0,16,1,6,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,WidgetProcessor,0,83,1,7,0,18,1,7,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,LabelProcessor,0,59,1,5,0,13,1,6,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,PluginProcessor,0,66,1,5,0,15,1,6,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,AssetProcessor,1,136,1,5,1,23,2,5,1,3
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,ComponentProcessor,0,8,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.processor,CmsProcessor,0,138,3,15,0,30,3,10,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,LabelInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,AssetInstallable,0,48,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,WidgetInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,PageInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,PageModelInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,PluginInstallable,0,40,0,0,0,11,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,ContentTypeInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,Installable,7,29,0,0,3,9,0,5,0,5
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,ContentModelInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,DirectoryInstallable,0,33,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.installable,FragmentInstallable,0,36,0,0,0,10,0,6,0,6
Entando Component Manager,org.entando.kubernetes.service,KubernetesService,64,131,1,1,14,33,6,12,5,12
Entando Component Manager,org.entando.kubernetes.model.web,ResilientListWrapper,46,0,4,0,11,0,5,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web,ResilientPagedMetadata,26,0,2,0,7,0,3,0,2,0
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient.new ParameterizedTypeReference() {...},0,6,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.client.k8ssvc,DefaultK8SServiceClient,109,742,11,9,18,158,12,38,3,37
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,BundleDownloader,10,118,1,7,3,27,2,9,1,6
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,GitBundleDownloader,21,84,1,3,6,20,1,5,0,4
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,NpmBundleDownloader,72,160,8,8,13,35,6,8,0,6
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,BundleDownloader.Type,24,0,0,0,3,0,1,0,1,0
Entando Component Manager,org.entando.kubernetes.model.bundle.downloader,BundleDownloader.BundleDownloaderException,15,8,0,0,6,4,3,2,3,2
Entando Component Manager,org.entando.kubernetes.controller.plugin,PluginController,8,79,0,2,1,22,0,7,0,6
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,DeploymentNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,BundleNotFoundException,0,16,0,0,0,5,0,3,0,3
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,K8SServiceClientException,19,4,0,0,8,2,4,1,4,1
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginNotFoundException,0,5,0,0,0,2,0,2,0,2
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginNotReadyException,15,0,0,0,3,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.k8ssvc,PluginAlreadyDeployedException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,WidgetDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,WidgetDescriptor.ConfigUIDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,FragmentDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,OgnlValidation,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeValidationRule,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeAttribute,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentModelDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,ContentTypeDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,Role,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,PageDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.bundle.descriptor,PageModelDescriptor,0,3,0,0,0,1,0,1,0,1
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.job,EntandoBundleJobResourceController,3,101,0,0,1,20,1,7,1,7
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.job,EntandoBundleOperationResourceController,22,48,0,0,6,11,2,4,2,4
Entando Component Manager,org.entando.kubernetes.controller,ExceptionController,0,64,1,5,0,18,1,5,0,3
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,EntandoBundleComponentUsageService,0,41,0,6,0,10,0,7,0,2
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,EntandoBundleServiceImpl,37,184,6,10,5,41,4,14,0,10
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.component,EntandoBundleListProcessor,180,0,20,0,29,0,42,0,24,0
Entando Component Manager,org.entando.kubernetes,EntandoKubernetesJavaApplication,5,3,0,0,2,1,1,1,1,1
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleInstallService,53,727,6,28,11,152,7,41,1,30
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleUninstallService,63,393,9,15,6,85,11,26,2,23
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.job,EntandoBundleJobService,0,32,0,0,0,6,0,6,0,6
Entando Component Manager,org.entando.kubernetes.model.web.response,SimpleRestResponse,21,7,0,0,5,4,2,2,2,2
Entando Component Manager,org.entando.kubernetes.model.web.response,BaseMapModel,28,0,2,0,7,0,4,0,3,0
Entando Component Manager,org.entando.kubernetes.model.web.response,RestResponse,14,29,0,0,5,10,2,3,2,3
Entando Component Manager,org.entando.kubernetes.model.web.response,PagedRestResponse,10,6,0,0,4,2,2,1,2,1
Entando Component Manager,org.entando.kubernetes.model.web.response,PagedMetadata,167,28,4,0,35,10,8,2,6,2
