GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Kubernetes Service,org.entando.kubernetes,EntandoKubernetesJavaApplication,5,3,0,0,2,1,1,1,1,1
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoDeBundleResourceAssembler,0,80,0,0,0,11,0,3,0,3
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,KubernetesNamespaceResourceAssembler,0,66,0,0,0,8,0,2,0,2
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoPluginResourceAssembler,0,80,0,0,0,11,0,3,0,3
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoAppResourceAssembler,0,93,0,0,0,12,0,3,0,3
Entando Kubernetes Service,org.entando.kubernetes.service.assembler,EntandoAppPluginLinkResourceAssembler,0,87,0,0,0,11,0,3,0,3
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,JwtAuthorityExtractor,48,3,2,0,8,1,5,1,4,1
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,AuthorizationHeaderUtil,322,13,18,0,72,5,15,1,6,1
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,AudienceValidator,42,0,4,0,8,0,4,0,2,0
Entando Kubernetes Service,org.entando.kubernetes.security.oauth2,OAuthIdpTokenResponseDTO,87,0,0,0,37,0,25,0,25,0
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoAppService,0,22,0,0,0,5,0,4,0,4
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoLinkService,43,220,4,0,8,36,6,10,4,10
Entando Kubernetes Service,org.entando.kubernetes.service,KubernetesUtils,42,16,4,0,9,5,4,2,2,2
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoKubernetesResourceCollector,2,99,0,0,0,19,1,13,1,13
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoPluginService,0,166,0,2,0,35,0,10,0,9
Entando Kubernetes Service,org.entando.kubernetes.service,EntandoDeBundleService,0,63,0,0,0,11,0,8,0,8
Entando Kubernetes Service,org.entando.kubernetes.model,ObservedNamespace,0,9,0,0,0,2,0,2,0,2
Entando Kubernetes Service,org.entando.kubernetes.model,ObservedNamespaces,14,87,2,6,4,20,4,11,2,9
Entando Kubernetes Service,org.entando.kubernetes.controller,KubernetesNamespaceController,0,115,0,2,0,17,0,7,0,6
Entando Kubernetes Service,org.entando.kubernetes.controller,EntandoPluginController,3,233,0,2,1,43,1,14,1,13
Entando Kubernetes Service,org.entando.kubernetes.controller,ExceptionController,0,10,0,0,0,2,0,2,0,2
Entando Kubernetes Service,org.entando.kubernetes.controller,EntandoAppController,26,279,1,1,5,51,3,18,2,18
Entando Kubernetes Service,org.entando.kubernetes.controller,ApiEntryPointController,0,61,0,0,0,7,0,2,0,2
Entando Kubernetes Service,org.entando.kubernetes.controller,EntandoDeBundleController,3,92,0,0,0,17,1,6,1,6
Entando Kubernetes Service,org.entando.kubernetes.exception,NotFoundExceptionFactory,59,11,0,0,10,2,5,1,5,1
Entando Kubernetes Service,org.entando.kubernetes.exception,BadRequestExceptionFactory,31,35,0,0,6,7,2,3,2,3
Entando Kubernetes Service,org.entando.kubernetes.exception,NotObservedNamespaceException,0,9,0,0,0,4,0,2,0,2
